word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
holds,,"n the act of grasping\nn understanding of the nature or meaning or quality or magnitude of something\nn power by which something or someone is affected or dominated\nn time during which some action is awaited\nn a state of being confined (usually for a short time)\nn a stronghold\nn a cell in a jail or prison\nn the appendage to an object that is designed to be held in order to use or move it\nn the space in a ship or aircraft for storing cargo\nv keep in a certain state, position, or activity; e.g., ""keep clean""\nv have or hold in one's hands or grip\nv organize or be responsible for\nv have or possess, either in a concrete or an abstract sense\nv keep in mind or convey as a conviction or view\nv maintain (a theory, thoughts, or feelings)\nv to close within bounds, limit or hold back from movement\nv secure and keep for possible future use or application\nv have rightfully; of rights, titles, and offices\nv be the physical support of; carry the weight of\nv contain or hold; have within\nv have room for; hold without crowding\nv remain in a certain state, position, or condition\nv support or hold in a certain manner\nv be valid, applicable, or true\nv assert or affirm\nv have as a major characteristic\nv be capable of holding or containing\nv arrange for and reserve (something for someone else) in advance\nv protect against a challenge or attack\nv bind by an obligation; cause to be indebted\nv hold the attention of\nv remain committed to\nv resist or confront with resistance\nv be pertinent or relevant or applicable\nv stop dealing with\nv lessen the intensity of; temper; hold in restraint; hold or keep within limits\nv keep from departing\nv take and maintain control over, often by violent means\nv cause to stop\nv cover as for protection against noise or smell\nv drink alcohol without showing ill effects\nv aim, point, or direct\nv declare to be\nv be in accord; be in agreement\nv keep from exhaling or expelling",v. 保存；把握（hold的第三人称单数）,,,,,0,0,0:hold/1:3s,,
holdups,'həʊldʌp,n. robbery at gunpoint\nn. the act of delaying; inactivity resulting in something being put off until a later time,n. 持枪抢劫；交通阻塞,,,,,0,0,0:holdup/1:s,,
hole,hәul,n. an opening into or through something\nn. an opening deliberately made in or through something\nn. one playing period (from tee to green) on a golf course\nn. an unoccupied space,"n. 孔, 洞, 穴, 漏洞\nvt. 挖洞, 掘坑\nvi. 进洞, 凿洞",,4,1,zk gk cet4 cet6 ky,1329,1213,s:holes/p:holed/d:holed/i:holing/3:holes,,
holed,,v hit the ball into the hole\nv make holes in,a. 进洞的,,,,,0,0,0:hole/1:pd/p:holed/d:holed,,
holers,,plural of holer,(holer 的复数) 挖洞者,,,,,0,0,0:holer/1:s,,
holes,,n an opening into or through something\nn an opening deliberately made in or through something\nn one playing period (from tee to green) on a golf course\nn an unoccupied space\nn a depression hollowed out of solid matter\nn a fault\nn informal terms for a difficult situation\nn informal terms for the mouth\nv hit the ball into the hole\nv make holes in,n. 小孔；破洞（hole的复数）,,,,,0,0,1:s3/0:hole,,
holi,'həuli,,n. 胡里节（印度节日）,,,,,0,0,s:holi/0:holi/1:s,,
holiday,'hɒlәdi,n. a day on which work is suspended by law or custom,"n. 假日, 假期, 节日\nvi. 度假",,4,1,zk gk ielts,948,1963,s:holidays/i:holidaying/3:holidays/p:holidayed/d:holidayed,,
holiday-camps,,plural of holiday-camp,(holiday-camp 的复数) 假日野营地；度假村,,,,,0,0,0:holiday-camp/1:s,,
holiday-makers,,plural of holiday-maker,(holiday-maker 的复数) 度假者,,,,,0,0,0:holiday-maker/1:s,,
holidayed,,v spend or take a vacation,"vi. 度假, 休假（holiday的过去式与过去分词形式）",,,,,0,0,1:pd/0:holiday,,
holidaying,,v spend or take a vacation,"vi. 度假, 休假（holiday的现在分词形式）",,,,,0,0,0:holiday/1:i/i:holidaying,,
holidaymakers,ˈhɔlɪdeɪˌmeɪkəz,n. someone who travels for pleasure,n. <英>度假者( holidaymaker的复数形式 ),,,,,0,0,0:holidaymaker/1:s,,
holidays,"'hɔlә,deiz",n leisure time away from work devoted to rest or pleasure\nn a day on which work is suspended by law or custom\nv spend or take a vacation,"adv. 在假日, 每逢假日",,,,,0,0,0:holiday/1:s3,,
holier,,a belonging to or derived from or associated with a divine power,a. 更神圣的（holy的比较级）,,,,,0,0,0:holy/1:r,,
holies,,plural of holy\na. belonging to or derived from or associated with a divine power,"(holy 的复数) a. 神圣的, 圣洁的, 至善的\nn. 神圣的东西",,,,,0,0,0:holy/1:s,,
holiest,,a belonging to or derived from or associated with a divine power,神圣的\n圣洁的(holy的最高级),,,,,0,0,0:holy/1:t,,
holinesses,,plural of holiness\nn. the quality of being holy,"(holiness 的复数) n. 神圣；圣座（大写, 对教宗等的尊称）",,,,,0,0,0:holiness/1:s,,
holing,'hәuliŋ,v hit the ball into the hole\nv make holes in,"[采矿]掏槽落煤法, [建]石板瓦钻孔",,,,,0,0,0:hole/1:i,,
holists,,plural of holist,(holist 的复数) 整体论者,,,,,0,0,0:holist/1:s,,
Holland,'hɒlәnd,n a constitutional monarchy in western Europe on the North Sea; half the country lies below sea level,n. 荷兰,,,,,4125,0,s:hollands,,
Hollander,'hɒlәndә,n a native or inhabitant of Holland,"n. 荷兰人, 荷兰船\n[化] 打浆机; 荷兰式打纸浆机",,,,,0,0,,,
Hollands,'hɒlәndz,n gin made in the Netherlands\nn a constitutional monarchy in western Europe on the North Sea; half the country lies below sea level,n. 荷兰制杜松子酒,,,,,0,0,0:holland/1:s,,
hollering,ˈhɔlərɪŋ,n a very loud utterance (like the sound of an animal)\nv shout out\nv utter a sudden loud cry\nv complain,"v. 喊出（某事物）, 叫喊( holler的现在分词 )",,,,,0,40439,0:holler/1:i/i:hollering,,
hollies,,plural of holly\nn. any tree or shrub of the genus Ilex having red berries and shiny evergreen leaves with prickly edges\nn. United States rock star (1936-1959),(holly 的复数) n. 冬青树,,,,,0,0,0:holly/1:s,,
holling,,-ing form of holl,(holl 的现在分词) 穴,,,,,0,0,0:holl/1:i,,
hollister,,,n. 霍利斯特（美国一小镇名）；霍利斯特（姓氏）,,,,,0,0,0:hollist/1:r,,
hollow-eyed,'hɔlәjaid,s characteristic of the bony face of a cadaver,a. 眼窝凹陷的,,,,,0,0,p:hollow-eyed/0:hollow-eyed/1:p,,
Holloways,,plural of Holloway,(Holloway 的复数) 霍洛韦（人名）,,,,,0,0,0:holloway/1:s,,
hollowing,'hɔlәuiŋ,v remove the inner part or the core of\nv remove the interior of,n. 打凹成形（雕塑技法）,,,,,0,45258,0:hollow/1:i/s:hollowings/i:hollowing,,
hollowings,,plural of hollowing\nv remove the inner part or the core of\nv remove the interior of,(hollowing 的复数) n. 打凹成形（雕塑技法）,,,,,0,0,0:hollowing/1:s,,
hollydays,,plural of hollyday,(hollyday 的复数)  [人名] 霍利迪,,,,,0,0,0:hollyday/1:s,,
hollyhocks,,plural of hollyhock\nn. any of various tall plants of the genus Alcea; native to the Middle East but widely naturalized and cultivated for its very large variously colored flowers,(hollyhock 的复数) n. 蜀葵,,,,,0,0,0:hollyhock/1:s,,
Holms,,"plural of Holm\nn. A common evergreen oak, of Europe (Quercus Ilex); -- called\n   also ilex, and holly.\nn. An islet in a river.\nn. Low, flat land.","(Holm 的复数) n.<主英>河边肥沃的低地, 河(或湖)中小岛",,,,,0,0,0:holm/1:s,,
holocausts,ˈhɔləˌkɔ:sts,n. an act of mass destruction and loss of life (especially in war or by fire)\nn. the mass murder of Jews under the German Nazi regime from 1941 until 1945,n. 大屠杀( holocaust的复数形式 ),,,,,0,0,0:holocaust/1:s,,
holoenzymes,,plural of holoenzyme,(holoenzyme 的复数) n.[生化]全酶,,,,,0,0,0:holoenzyme/1:s,,
holograms,'hɒləɡræmz,n. the intermediate photograph (or photographic record) that contains information for reproducing a three-dimensional image by holography,n. 全息图( hologram的复数形式 ); 全息照片; 综合衍射图; 原样录象,,,,,0,0,0:hologram/1:s,,
holographs,,plural of holograph\nn handwritten book or document\nn the intermediate photograph (or photographic record) that contains information for reproducing a three-dimensional image by holography,(holograph 的复数) n. 亲笔文件\na. 亲笔的,,,,,0,0,0:holograph/1:s,,
holos,,plural of holo,(holo 的复数) abbr. (Latin prefix=entire or whole) （拉丁语前缀）全部; 整个; holograph 亲笔写的; 手书,,,,,0,0,0:holo/1:s,,
holsteins,,plural of holstein\nn a breed of dairy cattle from northern Holland,(holstein 的复数) n. 荷兰的一种乳牛；黑白花牛,,,,,0,0,0:holstein/1:s,,
holster,'hәulstә,n. a sheath (usually leather) for carrying a handgun\nn. a belt with loops or slots for carrying small hand tools,n. 手枪皮套,,,,gre,24738,12973,s:holsters/p:holstered/d:holstered/i:holstering,,
holstering,,-ing form of holster\nn. a sheath (usually leather) for carrying a handgun\nn. a belt with loops or slots for carrying small hand tools,(holster 的现在分词) n. 手枪皮套,,,,,0,0,0:holster/1:i,,
holsters,ˈhəʊlstəz,n. a sheath (usually leather) for carrying a handgun\nn. a belt with loops or slots for carrying small hand tools,n. （系在腰带等上的）手枪皮套( holster的复数形式 ),,,,,0,0,0:holster/1:s,,
holts,,"plural of holt\n 3d pers. sing. pres. of Hold, contr. from holdeth.\nn. A piece of woodland; especially, a woody hill.\nn. A deep hole in a river where there is protection for fish;\n   also, a cover, a hole, or hiding place.","(holt 的复数) n. 小林, 林丘",,,,,0,0,0:holt/1:s,,
holy,'hәuli,a. belonging to or derived from or associated with a divine power,"a. 神圣的, 圣洁的, 至善的\nn. 神圣的东西",,3,1,gk cet4 cet6 ky,2701,2375,t:holiest/r:holier/s:holies,,
holystoning,ˈhəulistəunɪŋ,v scrub with a holystone,"v. 用磨石磨, （木）甲板( holystone的现在分词 )",,,,,0,0,1:i/0:holystone,,
homages,,plural of homage\nn respectful deference,"(homage 的复数) n. 尊崇, 尊敬, 效忠",,,,,0,0,0:homage/1:s,,
homans,,plural of homan,(homan 的复数)  [人名] [英格兰人姓氏] 霍曼 Holman的变体,,,,,0,0,0:homan/1:s,,
home,hәum,n. where you live at a particular time\nn. the country or state or city where you live\nn. place where something began and flourished\nn. an environment offering affection and security,"n. 家, 避难所, 故乡\na. 家庭的, 国内的, 打中目标的\nadv. 在家, 在本国, 打中目标地\n[计] 返回始位",,1,1,zk gk,222,224,s:homes/i:homing/p:homed/3:homes/d:homed,,
home owner,həum ˈəunə,,n. 业主,,1,,,0,0,,,
home town,,,"故乡,家乡,祖国",,,,,0,0,,,
home-affairs,,plural of home-affair,(home-affair 的复数) 民政\n内务,,,,,0,0,0:home-affair/1:s,,
home-bases,,plural of home-base,(home-base 的复数) 本垒（等于home 总部（等于headquarters）；plate）,,,,,0,0,0:home-base/1:s,,
home-builders,,plural of home-builder,(home-builder 的复数) 住宅施工人员,,,,,0,0,0:home-builder/1:s,,
home-buyers,,plural of home-buyer,(home-buyer 的复数) 购房者,,,,,0,0,0:home-buyer/1:s,,
home-helps,,plural of home-help,(home-help 的复数) （家务）女佣,,,,,0,0,0:home-help/1:s,,
home-loans,,plural of home-loan,(home-loan 的复数) [财政] 国内债务\n住房贷款,,,,,0,0,0:home-loan/1:s,,
home-made,,,"a. 家里做的, 本国造的, 本国制造的\n[经] 自制的, 手工的",,1,,,0,0,,,
home-makers,,plural of home-maker,(home-maker 的复数) n. 主妇,,,,,0,0,0:home-maker/1:s,,
home-ranges,,plural of home-range,(home-range 的复数) 动物活动的范围,,,,,0,0,0:home-range/1:s,,
home-runs,,plural of home-run,(home-run 的复数) 全垒打,,,,,0,0,0:home-run/1:s,,
home-school,,v educate (one's children) at home instead of sending (them) to a school,在家教育,,,,,0,0,,,
home-schooling,,, （儿童的）在家教育,,,,,0,0,,,
home-videos,,plural of home-video,(home-video 的复数) 家庭视讯,,,,,0,0,0:home-video/1:s,,
homebases,,plural of homebase,(homebase 的复数) n. 美国城市银行家庭储蓄系统,,,,,0,0,0:homebase/1:s,,
homebodies,,plural of homebody\nn a person who seldom goes anywhere; one not given to wandering or travel,"(homebody 的复数) n. 重视家庭生活的人, 喜欢在家消遣的男人",,,,,0,0,0:homebody/1:s,,
homeboys,ˈhəʊmˌbɔɪz,n. a fellow male member of a youth gang\nn. a male friend from your neighborhood or hometown,n. 帮派成员( homeboy的复数形式 ),,,,,0,0,0:homeboy/1:s,,
homebuyers,,plural of homebuyer,(homebuyer 的复数) n. 购房者,,,,,0,0,0:homebuyer/1:s,,
homecomings,ˈhəumˌkʌmiŋz,n. an annual school or university reunion for graduates\nn. a coming to or returning home,"n. （长期离开后）回到家里[故乡, 祖国]( homecoming的复数形式 ); 校友返校的聚会, 校友日",,,,,0,0,0:homecoming/1:s,,
homecrafts,,plural of homecraft,(homecraft 的复数) [工经] 家庭手工业,,,,,0,0,0:homecraft/1:s,,
homed,,"v provide with, or send to, a home\nv return home accurately from a long distance",vi. 回家（home的过去式与过去分词形式）,,,,,0,46290,1:pd/0:home,,
homegrown,hәum'grәun,s. grown or originating in a particular place,"a. 自家种植的, 国产的",,,,,38059,0,d:homegrown/0:homegrown/1:d/s:homegrowns,,
homegrowns,,plural of homegrown\ns. grown or originating in a particular place,"(homegrown 的复数) a. 自家种植的, 国产的",,,,,0,0,0:homegrown/1:s,,
homelands,ˈhəʊmˌlændz,n. the country where you were born,"n. 祖国, 家乡( homeland的复数形式 ); （南非种族隔离制度下的）黑人家园",,,,,0,0,0:homeland/1:s,,
homeless,'hәumlis,n. someone unfortunate without housing\nn. poor people who unfortunately do not have a home to live in\ns. without nationality or citizenship,"a. 无家的, 无养主的",,3,,,5273,3350,,,
homelier,,comparative of homely\ns. lacking in physical beauty or proportion\ns. plain and unpretentious\ns. without artificial refinement or elegance,"(homely 的比较级) a. 家常的, 平凡的, 朴实无华的",,,,,0,0,0:homely/1:r,,
homemade,'hәum'meid,a. made or produced in the home or by yourself,"a. 自制的, 国产的",,,,toefl,19453,6251,,,
homemakers,,plural of homemaker\nn a wife who manages a household while her husband earns the family income,(homemaker 的复数) n. 主妇,,,,,0,0,0:homemaker/1:s,,
homemaking,'hәummeikiŋ,n. the management of a household,n. 家政,,,,,0,44846,0:homemake/1:i,,
homeoboxes,,plural of homeobox,(homeobox 的复数)  同源框,,,,,0,0,0:homeobox/1:s,,
homeopathists,,"plural of homeopathist\nn. A believer in, or practitioner of, homeopathy.","(homeopathist 的复数) n.同种疗法医师, 顺势医疗论者",,,,,0,0,0:homeopathist/1:s,,
homeopaths,ˈhəumiəpɑ:θs,n. a practitioner of homeopathy,"n. 同种疗法医师, 顺势医疗论者( homeopath的复数形式 )",,,,,0,0,0:homeopath/1:s,,
homeotherms,"'hәmiә,θә:mz",n an animal that has a body temperature that is relatively constant and independent of the environmental temperature,同热剂(一种有机磷杀虫剂),,,,,0,0,0:homeotherm/1:s,,
homeowner,'hәum.әunә,n. someone who owns a home,n. 私房屋主；自己拥有住房者,,,,,25894,5195,s:homeowners,,
homeowners,,plural of homeowner\nn. someone who owns a home,(homeowner 的复数) n. 私房屋主；自己拥有住房者,,,,,0,0,0:homeowner/1:s,,
homers,,plural of homer\nn. a base hit on which the batter scores a run\nn. ancient Greek epic poet who is believed to have written the Iliad and the Odyssey (circa 850 BC)\nn. an ancient Hebrew unit of capacity equal to 10 baths or 10 ephahs,"(homer 的复数) n. 本垒打, 传信鸽",,,,,0,0,0:homer/1:s,,
homes,,"n where you live at a particular time\nn housing that someone is living in\nn the country or state or city where you live\nn (baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score\nn the place where you are stationed and from which missions start and end\nn place where something began and flourished\nn an environment offering affection and security\nn a social unit living together\nn an institution where people are cared for\nv provide with, or send to, a home\nv return home accurately from a long distance",n. 房屋；家庭（home的复数形式）,,,,,0,0,1:s3/0:home,,
homeschool,ˌhəʊm'sku:l,,n. 自主学习; 在家教育,,,,,0,0,,,
homeschooling,ˌhəʊm'sku:lɪŋ,, 家庭学校教育,,,,,0,0,,,
homesick,'hәumsik,s. longing to return home,"a. 思家的, 思乡病的",,1,,toefl,18857,17844,,,
homesites,,plural of homesite,"(homesite 的复数) n.住宅根据地, 家",,,,,0,0,0:homesite/1:s,,
homesitters,,plural of homesitter,(homesitter 的复数) n. [主英国英语]代为看管房屋的人[亦作home sitter],,,,,0,0,0:homesitter/1:s,,
homesteaders,"'həʊm,stedə",n. someone who settles lawfully on government land with the intent to acquire title to it,n. 农场所有人；分得土地之定居者；自耕农,,,,,0,0,0:homesteader/1:s,,
homesteading,'həʊmsted,v settle land given by the government and occupy it as a homestead,n. 宅地；家园；田产,,,,,0,39544,0:homestead/1:i,,
homesteads,ˈhəʊmˌstedz,n. the home and adjacent grounds occupied by a family\nn. land acquired from the United States public lands by filing a record and living on and cultivating it under the homestead law\nn. dwelling that is usually a farmhouse and adjoining land,"n. 家宅, 宅地, 农庄( homestead的复数形式 )",,,,,0,0,0:homestead/1:s,,
hometown,hәum'taun,n. the town (or city) where you grew up or where you have your principal residence,"n. 故乡, 家乡",,1,,zk gk,33112,5471,,,
homework,'hәumwә:k,n. preparatory school work done outside school (especially at home),"n. 家庭作业, 家里做的工作\n[经] 家庭作业",,1,1,zk gk ielts,6447,4778,s:homeworks/i:homeworking,,
homeworkers,,plural of homeworker,(homeworker 的复数) n.家庭雇佣,,,,,0,0,0:homeworker/1:s,,
homeworking,,-ing form of homework\nn. preparatory school work done outside school (especially at home),"(homework 的现在分词) n. 家庭作业, 家里做的工作\n[经] 家庭作业",,,,,0,0,0:homework/1:i,,
homeworks,,plural of homework\nn. preparatory school work done outside school (especially at home),"(homework 的复数) n. 家庭作业, 家里做的工作\n[经] 家庭作业",,,,,0,0,0:homework/1:s,,
homey,'hәumi,s having a feeling of home; cozy and comfortable,"a. 家庭似的, 自在的, 舒适的",,,,,0,15996,,,
homicides,ˈhɑmɪˌsaɪdz,n. the killing of a human being by another human being,n. <律>杀人（行为）( homicide的复数形式 ); 杀人犯,,,,,0,0,0:homicide/1:s,,
homies,,plural of homy\ns having a feeling of home; cozy and comfortable,"(homy 的复数) adj.家庭般的, 自在的",,,,,0,0,0:homy/1:s,,
homiletics,.hɒmi'letiks,n. the branch of theology that deals with sermons and homilies\nn. the art of preaching,n. 说教术,,,,gre,0,44934,0:homiletic/1:s,,
homilies,ˈhɔmiliz,pl.  of Homily,"n. （长篇）说教( homily的名词复数 ); 讲道, 宣道",,,,,0,0,0:homily/1:s,,
homing,'hәumiŋ,s. orienting or directing homeward or to a destination,"n. 归航, 动物的返回性\na. 有返回性的, 回家的",,,,,34217,28830,i:homing/0:homing/1:i,,
Hominidae,,n modern man and extinct immediate ancestors of man,[医] 人科,,,,,0,0,s:hominidae/0:hominidae/1:s,,
hominids,,plural of hominid\nn. a primate of the family Hominidae,(hominid 的复数) n. 人科的动物,,,,,0,0,0:hominid/1:s,,
hominines,,plural of hominine\ns characteristic of humankind,"(hominine 的复数) adj.人的,类人的,有人类特征的,人亚科的",,,,,0,0,0:hominine/1:s,,
hominoids,,plural of hominoid\nn a primate of the superfamily Hominoidea,"(hominoid 的复数) n.[动]人科之动物\na. 人的, 似人猿的",,,,,0,0,0:hominoid/1:s,,
hommes,,plural of homme,(homme 的复数) <法>n.人(用于英语中所使用的法语复合词中),,,,,0,0,0:homme/1:s,,
homodimers,,plural of homodimer,(homodimer 的复数) 同型二聚体,,,,,0,0,0:homodimer/1:s,,
homoeopaths,,plural of homoeopath\nn a practitioner of homeopathy,(homoeopath 的复数) n.[化]顺势疗法医师,,,,,0,0,0:homoeopath/1:s,,
homogenising,,"-ing form of homogenise\nv break up the fat globules of\nv become homogeneous or similar, as by mixing\nv cause to become equal or homogeneous as by mixing",(homogenise 的现在分词) vt. 使均匀,,,,,0,0,0:homogenise/1:i/i:homogenising,,
homogenizations,,plural of homogenization\nn. the act of making something homogeneous or uniform in composition,"(homogenization 的复数) [计] 均匀性, 均化作用\n[化] 均化; 均化作用",,,,,0,0,0:homogenization/1:s,,
homogenizing,,"v cause to become equal or homogeneous as by mixing\nv break up the fat globules of\nv become homogeneous or similar, as by mixing",[机] 均质化,,,,,0,36665,0:homogenize/1:i,,
homographs,,plural of homograph\nn. two words are homographs if they are spelled the same way but differ in meaning (e.g. fair),(homograph 的复数) n. 同形异义字,,,,,0,0,0:homograph/1:s,,
homoiotherms,,plural of homoiotherm\nn an animal that has a body temperature that is relatively constant and independent of the environmental temperature,(homoiotherm 的复数) n.恒温动物,,,,,0,0,0:homoiotherm/1:s,,
homologies,,plural of homology\nn. the quality of being similar or corresponding in position or value or structure or function,"(homology 的复数) n. 相同, 异体同形, 同族关系\n[化] 同源性",,,,,0,0,0:homology/1:s,,
homologizing,,v be homologous\nv make homologous,v. 相应( homologize的现在分词 ),,,,,0,0,1:i/0:homologize,,
homologs,,-s form of homolog,"(homolog 的第三人称 -s形式) n. 相当或相同的事物, 相同器官, 同族体\n[化] 同系物; 同系化合物",,,,,0,0,0:homolog/1:s,,
homologues,,,[化] 同系物; 同系化合物,,,,,0,0,0:homologue/1:s,,
homomorphisms,,plural of homomorphism\nn. similarity of form,(homomorphism 的复数) [计] 同态\n[化] 异质同晶; 异质同晶现象; 同态,,,,,0,0,0:homomorphism/1:s,,
homonyms,,plural of homonym\nn. two words are homonyms if they are pronounced or spelled the same way but have different meanings,"(homonym 的复数) n. 同音异义字, 同名异物\n[医] 同名物",,,,,0,0,0:homonym/1:s,,
homophobics,,plural of homophobic\ns. prejudiced against homosexual people,(homophobic 的复数) adj. 害怕同性恋的,,,,,0,0,0:homophobic/1:s,,
homophone,'hɔmәufәun,n. two words are homophones if they are pronounced the same way but differ in meaning or spelling or both (e.g. bare and bear),n. 同音异形异义字,,,,,48199,0,s:homophones/3:homophones,,
homophones,,plural of homophone\nn. two words are homophones if they are pronounced the same way but differ in meaning or spelling or both (e.g. bare and bear),(homophone 的复数) n. 同音异形异义字,,,,,0,0,0:homophone/1:s3,,
homopolymers,,plural of homopolymer,(homopolymer 的复数) n. [高分子] 均聚物,,,,,0,0,0:homopolymer/1:s,,
HOMOs,,"n. someone who practices homosexuality; having a sexual attraction to persons of the same sex\nn. any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage",n. (Homos)人名；(阿拉伯)哈穆斯\n同性恋者（homo的复数）\n人,,,,,0,0,0:homo/1:s,,
homosapiens,'hɔmɔ'sepi'ɛnz,, 人类,,,,,0,0,0:homosapien/1:s,,
homosexual,.hɒmәu'sekjuәl,n. someone who practices homosexuality; having a sexual attraction to persons of the same sex\na. sexually attracted to members of your own sex,a. 同性恋的\nn. 同性恋者,,3,,,7222,6791,s:homosexuals,,
homosexualities,,plural of homosexuality\nn. a sexual attraction to (or sexual relations with) persons of the same sex,"(homosexuality 的复数) n. 同性恋\n[医] 同性性欲, 同性恋爱",,,,,0,0,0:homosexuality/1:s,,
homosexuals,hɒmə'sekʃʊəlz,n. someone who practices homosexuality; having a sexual attraction to persons of the same sex,n. 同性恋者( homosexual的复数形式 ); 同性恋关系,,,,,0,0,0:homosexual/1:s,,
homozygotes,,plural of homozygote\nn. (genetics) an organism having two identical alleles of a particular gene and so breeding true for the particular characteristic,"(homozygote 的复数) n. 同型接合体, 纯合体\n[医] 纯合体, 纯合子, 同型接合体",,,,,0,0,0:homozygote/1:s,,
homunculi,,n a person who is very small but who is not otherwise deformed or abnormal\nn a tiny fully formed individual that (according to the discredited theory of preformation) is supposed to be present in the sperm cell,"pl. 矮人, 侏儒",,,,,0,0,s:homunculi/0:homunculi/1:s,,
HON,hʌn,,[化] δ-羟基-γ-氧代正缬氨酸\n[医] 羟氧基正缬氨酸,,1,,,934,0,s:hons/i:honing,,
honchos,,plural of honcho\nn a person who exercises control over workers,(honcho 的复数) n. 老板,,,,,0,0,0:honcho/1:s,,
honda,'hɔndә,,n. 本田汽车公司,,,,,10757,0,,,
Hondurans,,plural of Honduran\nn. a native or inhabitant of Honduras\na. of or relating to or characteristic of Honduras or its people,(Honduran 的复数) adj.洪都拉斯的,,,,,0,0,0:honduran/1:s,,
Honduras,hɒn'djurәs,n. a republic in Central America; achieved independence from Spain in 1821; an early center of Mayan culture,n. 洪都拉斯,,,,,17368,0,,,
honest,'ɒnist,a. not disposed to cheat or defraud; not deceptive or fraudulent\ns. without dissimulation; frank\ns. without pretensions\ns. marked by truth,"a. 诚实的, 坦直的, 可靠的",,3,1,zk gk cet4 ky,2681,2530,,,
honestly,'ɒnistli,r. (used as intensives reflecting the speaker's attitude) it is sincerely the case that\nr. in an honest manner,"adv. 真诚地, 公正地",,2,1,,4518,4881,,,
honesty,'ɒnisti,n. the quality of being honest\nn. southeastern European plant cultivated for its fragrant purplish flowers and round flat papery silver-white seedpods that are used for indoor decoration,"n. 诚实, 公正, 正直",,2,,cet4 cet6,6858,6192,,,
honey,'hʌni,n. a sweet yellow liquid produced by bees\nv. sweeten with honey\ns. of something having the color of honey,"n. 蜂蜜, 甜蜜, 爱人\na. 蜂蜜似的, 甜蜜的, 甘美的\nvt. 加蜜使甜, 对...说甜言蜜语\nvi. 说甜言蜜语, 奉承",,2,,gk cet4 ky,5334,2932,s:honeys/i:honeying/p:honied/3:honeys/d:honied,,
honey-bees,,plural of honey-bee,(honey-bee 的复数) n. 蜜蜂,,,,,0,0,0:honey-bee/1:s,,
honey-eaters,,plural of honey-eater,(honey-eater 的复数)  [医]吸蜜鸟,,,,,0,0,0:honey-eater/1:s,,
honey-guides,,plural of honey-guide,(honey-guide 的复数) 蜜标,,,,,0,0,0:honey-guide/1:s,,
honeybees,ˈhʌni:ˌbi:z,n. social bee often domesticated for the honey it produces,n. 蜜蜂( honeybee的复数形式 ),,,,,0,0,0:honeybee/1:s,,
honeycombing,'hʌnɪkəʊmɪŋ,"v carve a honeycomb pattern into\nv penetrate thoroughly and into every part\nv make full of cavities, like a honeycomb","v. 蜂窝, 蜂巢( honeycomb的现在分词 )",,,,,0,0,0:honeycomb/1:i,,
honeyeaters,,plural of honeyeater,(honeyeater 的复数) n. 蜜雀,,,,,0,0,0:honeyeater/1:s,,
honeyguides,,plural of honeyguide,(honeyguide 的复数)  [医]响蜜列,,,,,0,0,0:honeyguide/1:s,,
honeying,,p. pr. & vb. n. of Honey,vt. 给…加蜜（honey的现在分词形式）,,,,,0,0,1:i/0:honey,,
honeymen,,plural of honeyman,(honeyman 的复数)  [人名] [英格兰人姓氏] 赫尼曼 Honey的变体,,,,,0,0,0:honeyman/1:s,,
honeymooners,"'hʌni,mu:nə",n. someone recently married,n. 度蜜月的人,,,,,0,0,0:honeymooner/1:s,,
honeymooning,,v spend a holiday after one's marriage,vi. 度蜜月（honeymoon的现在分词形式）,,,,,0,0,0:honeymoon/1:i,,
honeypots,,plural of honeypot\nn. South African shrub whose flowers when open are cup-shaped resembling artichokes,(honeypot 的复数) n. 装蜜的罐子; 极有吸引力的事物,,,,,0,0,0:honeypot/1:s,,
honeys,ˈhʌniz,n a sweet yellow liquid produced by bees\nn a beloved person; used as terms of endearment\nv sweeten with honey,n. 蜂蜜( honey的名词复数 ); <口>亲爱的; 花蜜; 蜜（黄）色,,,,,0,0,1:s3/0:honey,,
honeysuckles,,-s form of honeysuckle\nn. shrub or vine of the genus Lonicera\nn. shrubby tree with silky foliage and spikes of cylindrical yellow nectarous flowers,"(honeysuckle 的第三人称 -s形式) n. 忍冬, 杜鹃花",,,,,0,0,0:honeysuckle/1:s,,
hong,hɔŋ,"n. A mercantile establishment or factory for foreign trade in\n   China, as formerly at Canton; a succession of offices connected by a\n   common passage and used for business or storage.\nv. t. & i. To hang.","n. （中国、日本的）行, 商行",,,,,2852,0,,,
honied,'hʌnid,v sweeten with honey\ns with honey added,"a. 多蜜的, 甜如蜜的",,,,,0,0,1:pd/0:honey,,
honing,'hәuniŋ,v sharpen with a hone\nv make perfect or complete,[化] 珩磨,,,,,0,0,0:hon/1:i,,
honkers,'hɔŋkәz,"n a driver who causes his car's horn to make a loud honking sound\nn informal terms for the nose\nn common greyish-brown wild goose of North America with a loud, trumpeting call",a. <俚>喝醉的,,,,,0,0,0:honker/1:s,,
honkies,,plural of honky\nn (slang) offensive names for a White man,(honky 的复数) n. 白鬼子,,,,,0,0,0:honky/1:s,,
